t,I1_clean,I2_clean,I1_noisy,I2_noisy,A_true,phi_true
-1.0,7.993813558340201e-13,1.6982480727442926e-13,0.004493170665053369,0.01432144472778215,8.940812915132606e-07,18.42923436454224
-0.9990229604298975,8.464949116360765e-13,1.785492083469204e-13,0.01068240569058984,0.014674845876348465,9.200515809649352e-07,18.405638481677432
-0.9980459208597948,8.963324045207209e-13,1.878569936531569e-13,0.004296232905006481,0.017780098368238604,9.46748332198542e-07,18.382116679831622
-0.9970688812896922,9.49048160418937e-13,1.907589023773745e-13,0.0,0.024427981768050694,9.74191028709943e-07,18.358649803578988
-0.9960918417195896,1.0048050626420331e-12,2.0147113896396703e-13,0.011771135701804719,0.006257363387650802,1.0023996521557822e-06,18.33521791552882
-0.9951148021494871,1.0637750156454606e-12,2.1116947422147325e-13,0.005803613649684893,0.0,1.031394694404359e-06,18.311800400200006
-0.9941377625793845,1.1261394333175547e-12,2.138711038270599e-13,0.0,0.003129885603414939,1.0611971698593783e-06,18.28837607105832
-0.9931607230092818,1.1920897530563097e-12,2.2669850631915912e-13,0.007555504211733221,0.000530639064016355,1.0918286280622564e-06,18.264923280180124
-0.9921836834391793,1.261827976960676e-12,2.364479015164311e-13,0.004740048976745547,0.0012594146095010138,1.1233111665788227e-06,18.24142002999497
-0.9912066438690768,1.3355672415289433e-12,2.3882215595820413e-13,0.0038242128435961235,0.0,1.1556674441762835e-06,18.217844086550343
-0.9902296042989741,1.4135324173264146e-12,2.5402813668456735e-13,0.000369536524856552,0.0,1.188920694296476e-06,18.19417309373573
-0.9892525647288715,1.495960740157347e-12,2.631873988093144e-13,0.007108180322293789,0.010717616553330664,1.2230947388315212e-06,18.17038468789929
-0.9882755251587689,1.5831024753526982e-12,2.6542329728499303e-13,0.0,0.012973759059783197,1.2582140022081692e-06,18.14645661228959
-0.9872984855886664,1.6752216168650231e-12,2.8297236273893444e-13,0.0,0.0,1.2943035257871405e-06,18.122366830756626
-0.9863214460185638,1.7725966229459666e-12,2.9108921129713714e-13,0.0,0.007378485659716365,1.3313889825839654e-06,18.098093640150438
-0.9853444064484611,1.8755211902695586e-12,2.933103594086474e-13,0.007785999178901217,0.0,1.36949669231786e-06,18.07361578086302
-0.9843673668783586,1.9843050684570495e-12,3.1331403986712824e-13,0.0005164536250292938,0.0,1.4086536367954509e-06,18.048912544968456
-0.983390327308256,2.0992749170551433e-12,3.197873810253124e-13,0.0,0.009258432576857089,1.4488874756360976e-06,18.02396388142878
-0.9824132877381534,2.220775207120977e-12,3.225403204796377e-13,0.0,0.0,1.4902265623457986e-06,17.998750497847425
-0.9814362481680508,2.349169169673073e-12,3.4484170954802257e-13,0.0,0.0,1.532699960746745e-06,17.973253958269478
-0.9804592085979482,2.48483979337883e-12,3.49476216544616e-13,0.00010586192408923713,0.0010747304680434994,1.5763374617697917e-06,17.947456776547316
-0.9794821690278457,2.6281908739651684e-12,3.5329727472068014e-13,0.0,0.0,1.6211696006171496e-06,17.92134250481209
-0.978505129457743,2.7796481179609397e-12,3.77996369892483e-13,0.016824987088521745,0.0,1.667227674302745e-06,17.894895816615218
-0.9775280898876404,2.9396603035074875e-12,3.8062241102770704e-13,0.013089094540212898,0.0,1.7145437595778906e-06,17.868102584330302
-0.9765510503175379,3.1087005011075603e-12,3.8654076431841554e-13,0.0,0.0,1.7631507312500429e-06,17.840949950433473
-0.9755740107474353,3.287267357322502e-12,4.1356612511069767e-13,0.0,0.0025958326487801704,1.8130822809024697e-06,17.81342639231009
-0.9745969711773327,3.4758864445745725e-12,4.146049479316485e-13,0.0,0.00377413165721069,1.8643729360228794e-06,17.785521780267008
-0.97361993160723,3.67511168036463e-12,4.2362351084699135e-13,0.0,0.0,1.917058079549138e-06,17.75722742846236
-0.9726428920371275,3.885526819376695e-12,4.5333049931007284e-13,0.0027777151628129645,0.0,1.9711739698404843e-06,17.72853613849927
-0.971665852467025,4.1077470221084505e-12,4.5327428622331387e-13,0.0028255474324651044,0.008977544796798017,2.0267577610825745e-06,17.69944223546504
-0.9706888128969223,4.342420503843754e-12,4.669337056537241e-13,0.027535434738670903,0.01399209302241063,2.083847524135044e-06,17.669941596234064
-0.9697117733268197,4.590230267967103e-12,4.995828192379318e-13,0.0,0.0,2.1424822678302625e-06,17.640031669889925
-0.9687347337567171,4.851895927813976e-12,4.995860476640259e-13,0.0,0.004597081921694718,2.202701960732313e-06,17.609711490160073
-0.9677576941866146,5.128175621452022e-12,5.193637779801307e-13,0.02655943666719291,0.01366171100561977,2.2645475533651357e-06,17.578981679795092
-0.966780654616512,5.4198680240003196e-12,5.558092360750012e-13,0.008408217156957172,0.0,2.3280610009190733e-06,17.547844446863486
-0.9658036150464093,5.727814462315409e-12,5.570313062924815e-13,0.00862092932399889,0.0,2.393285286445268e-06,17.516303572971687
-0.9648265754763068,6.0529011371039405e-12,5.850925102130883e-13,0.0,0.0,2.460264444547362e-06,17.48436439345814
-0.9638495359062043,6.396061457764858e-12,6.261388946758233e-13,0.0,0.0,2.5290435855803e-06,17.452033769649088
-0.9628724963361016,6.758278495516782e-12,6.305431566888526e-13,0.002177320883453234,0.0,2.5996689203659722e-06,17.419320053301853
-0.961895456765999,7.140587560632393e-12,6.691146566126327e-13,0.0014173649000878894,0.02626423981918635,2.6721877854358205e-06,17.38623304339949
-0.9609184171958964,7.544078909879276e-12,7.164498998660522e-13,0.0,0.0,2.7466486688106423e-06,17.35278393549746
-0.9599413776257939,7.969900590556247e-12,7.261356324385872e-13,0.0,0.004988990749295032,2.8231012363279224e-06,17.318985263859187
-0.9589643380556913,8.419261427818343e-12,7.786449537085619e-13,0.0,0.0024439043123708833,2.901596358527206e-06,17.28485083665252
-0.9579872984855886,8.893434162301558e-12,8.341640231210661e-13,0.0,0.008334035978667127,2.98218613810432e-06,17.250395664512656
-0.9570102589154861,9.393758745390372e-12,8.526358002274927e-13,0.0,0.0,3.0649239379453404e-06,17.215635882809615
-0.9560332193453835,9.921645799818498e-12,9.231337334518082e-13,0.001241438558938037,0.0,3.149864409751394e-06,17.1805886679891
-0.9550561797752809,1.0478580253656533e-11,9.903404485316836e-13,0.0004626804225470853,0.02131906310946025,3.2370635232655743e-06,17.145272148384617
-0.9540791402051783,1.1066125156119517e-11,1.0218979953189318e-12,0.0,0.0,3.326578596113357e-06,17.109705309926103
-0.9531021006350757,1.1685925684025962e-11,1.116740280634884e-12,0.007719714857917375,0.0015211709339197313,3.4184683242683356e-06,17.073907897195326
-0.9521250610649732,1.2339713348153767e-11,1.2000114309276864e-12,0.011586656195916763,0.0026050170444687493,3.5127928131550504e-06,17.037900310301787
-0.9511480214948705,1.3029310409171921e-11,1.251561354350413e-12,0.0041715628994586,0.016403936464098323,3.609613609400863e-06,17.001703498073578
-0.9501709819247679,1.375663451328182e-11,1.3787156786747013e-12,0.0,0.009999164570323411,3.708993733249197e-06,16.96533884807657
-0.9491939423546654,1.4523703558176292e-11,1.4850656884986396e-12,0.00951269953442213,0.015264793510119976,3.810997711646687e-06,16.928828073991195
-0.9482169027845628,1.5332640800417878e-11,1.5652681508179516e-12,0.0,0.010698198880436481,3.915691612016692e-06,16.892193100890303
-0.9472398632144602,1.6185680215857494e-11,1.7362195607412924e-12,0.011430553814544699,0.002000263605600909,4.023143076732108e-06,16.855455948972722
-0.9462628236443575,1.7085172125254694e-11,1.873927501170892e-12,0.0,0.0033189199142007403,4.133421358300493e-06,16.81863861631553
-0.945285784074255,1.803358909782797e-11,1.9951313273070832e-12,0.011889598283426329,0.0,4.246597355274922e-06,16.78176296121466
-0.9443087445041525,1.9033532146050836e-11,2.2231830271697686e-12,0.0,0.0,4.362743648903845e-06,16.744850584686294
-0.9433317049340498,2.0087737225629165e-11,2.4032489249366388e-12,0.0,0.0,4.481934540533715e-06,16.707922713702573
-0.9423546653639472,2.1199082055239016e-11,2.5795567553851915e-12,0.0,0.0,4.604246089778328e-06,16.67100008573306
-0.9413776257938447,2.2370593271277632e-11,2.8809085476646652e-12,0.0007034198471987511,0.03365662977650993,4.729756153468975e-06,16.634102835158618
-0.9404005862237421,2.3605453933583845e-11,3.114196188010193e-12,0.003546742237920928,0.02028808349026027,4.858544425399838e-06,16.59725038211726
