t,I1_clean,I2_clean,I1_noisy,I2_noisy,A_true,phi_true
-1.0,7.993813558340203e-13,1.0820234129432511e-13,0.0,0.0033295352462623367,8.940812915132606e-07,18.553605997806407
-0.9990229604298975,8.464949116360767e-13,1.135523462727153e-13,0.0,0.0,9.200515809649352e-07,18.52900691947333
-0.9980459208597948,8.963324045207209e-13,1.1968018104989134e-13,0.0,0.014318236986003006,9.46748332198542e-07,18.503971955138265
-0.9970688812896922,9.49048160418937e-13,1.2480378365683552e-13,0.0,0.017295106044468666,9.74191028709943e-07,18.47850975786618
-0.9960918417195896,1.0048050626420331e-12,1.3164169190885335e-13,0.0,0.0,1.0023996521557822e-06,18.452630061499768
-0.9951148021494871,1.0637750156454606e-12,1.3897548582134143e-13,0.0,0.0,1.031394694404359e-06,18.426343615289408
-0.9941377625793845,1.1261394333175543e-12,1.454153712324756e-13,0.0,0.008417119237498058,1.0611971698593783e-06,18.39966211483227
-0.9931607230092818,1.1920897530563097e-12,1.5405701918928836e-13,0.011618292239937246,0.0050841333828453615,1.0918286280622564e-06,18.372598129644217
-0.9921836834391793,1.2618279769606755e-12,1.6297420742174886e-13,0.012440609371662375,0.017249926866759937,1.1233111665788227e-06,18.34516502770224
-0.9912066438690768,1.3355672415289429e-12,1.7090572499886945e-13,0.018101678191121556,0.0,1.1556674441762835e-06,18.31737689730746
-0.9902296042989741,1.413532417326414e-12,1.8199070305528223e-13,0.009978391018796558,0.0,1.188920694296476e-06,18.289248466629637
-0.9892525647288715,1.495960740157347e-12,1.9267865800965303e-13,0.0,0.0012626525409009898,1.2230947388315212e-06,18.260795021303
-0.9882755251587689,1.5831024753526988e-12,2.02581310596429e-13,0.011178755329895295,0.0016564645918198811,1.2582140022081692e-06,18.232032320450926
-0.9872984855886664,1.6752216168650225e-12,2.166415966058392e-13,0.01957376501400237,0.01606171644105663,1.2943035257871405e-06,18.20297651152262
-0.9863214460185638,1.7725966229459666e-12,2.2954369900060357e-13,0.0,0.01234621347641406,1.3313889825839654e-06,18.173644044328853
-0.9853444064484611,1.8755211902695594e-12,2.4176057748518933e-13,0.007935582491782608,0.021028713776650897,1.36949669231786e-06,18.14405158466631
-0.9843673668783586,1.98430506845705e-12,2.597206783483082e-13,0.0,0.0010031314615982227,1.4086536367954509e-06,18.114215927920323
-0.983390327308256,2.099274917055143e-12,2.750290355937199e-13,0.018722618267745753,0.0,1.4488874756360976e-06,18.08415391303466
-0.9824132877381534,2.2207752071209764e-12,2.903283029064705e-13,0.0,0.012676668125876448,1.4902265623457986e-06,18.053882337233976
-0.9814362481680508,2.349169169673074e-12,3.1296768119055003e-13,0.0,0.007204978210238223,1.532699960746745e-06,18.02341787187978
-0.9804592085979482,2.4848397933788296e-12,3.311637261976404e-13,0.004711005814494831,0.0,1.5763374617697917e-06,17.992776979834225
-0.9794821690278457,2.628190873965169e-12,3.5020670067024747e-13,0.003355863802393941,0.0,1.6211696006171496e-06,17.961975834698055
-0.978505129457743,2.779648117960939e-12,3.787436117622705e-13,0.0,0.0043126846510995985,1.667227674302745e-06,17.93103024227903
-0.9775280898876404,2.9396603035074875e-12,3.9997808396244976e-13,0.004682618482673932,0.014398997844340882,1.7145437595778906e-06,17.899955564636016
-0.9765510503175379,3.1087005011075603e-12,4.2401271553072386e-13,0.0,0.0,1.7631507312500429e-06,17.868766647030746
-0.9755740107474353,3.2872673573225013e-12,4.594143255199191e-13,0.0,0.024863758055976008,1.8130822809024697e-06,17.837477748105034
-0.9745969711773327,3.4758864445745717e-12,4.841982285358285e-13,0.0,0.009223309474179375,1.8643729360228794e-06,17.80610247358543
-0.97361993160723,3.67511168036463e-12,5.144010401290677e-13,0.002846997245304395,0.0017617935943008449,1.917058079549138e-06,17.77465371379998
-0.9726428920371275,3.885526819376695e-12,5.580901403917434e-13,0.0,0.017104536433777417,1.9711739698404843e-06,17.74314358527356
-0.971665852467025,4.1077470221084505e-12,5.865603018999951e-13,0.02018465370276681,0.0024512392160368386,2.0267577610825745e-06,17.711583376648463
-0.9706888128969223,4.342420503843753e-12,6.249063775831398e-13,0.0,0.0,2.083847524135044e-06,17.67998349915648
-0.9697117733268197,4.590230267967103e-12,6.778981027323078e-13,0.0,0.0,2.1424822678302625e-06,17.64835344184698
-0.9687347337567171,4.851895927813976e-12,7.107506029484544e-13,0.0,0.012482086413473226,2.202701960732313e-06,17.616701731752784
-0.9677576941866146,5.128175621452024e-12,7.591914568698037e-13,0.018949675384138793,0.012813667446113508,2.2645475533651357e-06,17.585035899152675
-0.966780654616512,5.4198680240003196e-12,8.230044800941446e-13,0.0,0.0,2.3280610009190733e-06,17.553362448065197
-0.9658036150464093,5.727814462315409e-12,8.606427831028373e-13,0.020169169406621754,0.0,2.393285286445268e-06,17.52168683208374
-0.9648265754763068,6.052901137103943e-12,9.221917940814964e-13,0.020242841795688492,0.00021584650960431128,2.460264444547362e-06,17.490013435638225
-0.9638495359062043,6.396061457764858e-12,9.977961122388365e-13,0.0,0.0,2.5290435855803e-06,17.458345560743055
-0.9628724963361016,6.758278495516782e-12,1.04156579113244e-12,0.0,0.0,2.5996689203659722e-06,17.4266854192657
-0.961895456765999,7.140587560632395e-12,1.119224643241653e-12,0.0,0.0,2.6721877854358205e-06,17.395034130724497
-0.9609184171958964,7.544078909879273e-12,1.2082129558094888e-12,0.015438598620210808,0.010986478162270703,2.7466486688106423e-06,17.363391725598653
-0.9599413776257939,7.969900590556247e-12,1.259331126580735e-12,0.0,0.0,2.8231012363279224e-06,17.33175715410787
-0.9589643380556913,8.419261427818343e-12,1.3573621812154459e-12,0.0,0.010492485880686204,2.901596358527206e-06,17.30012830039396
-0.9579872984855886,8.893434162301558e-12,1.4605982855906009e-12,0.0,0.0,2.98218613810432e-06,17.268502002011747
-0.9570102589154861,9.39375874539037e-12,1.5216373107266e-12,2.34218459896462e-06,0.0,3.0649239379453404e-06,17.236874074612135
-0.9560332193453835,9.921645799818498e-12,1.644045390437416e-12,0.0,0.0,3.149864409751394e-06,17.2052393416766
-0.9550561797752809,1.0478580253656533e-11,1.763051863173478e-12,0.011338037801424974,0.020555383472451203,3.2370635232655743e-06,17.173591669139075
